i,k,sum(v)
213,84,1192005
230,85,1275246
213,85,1265652
205,85,1279053
88,85,1206040
440,86,1257348
342,86,1174159
325,86,1181068
8,86,1137992
369,87,1245224
301,87,1252637
232,87,1253250
212,87,1243707
59,87,1198220
16,87,1186422
445,88,1241065
367,88,1251175
314,89,1245831
65,89,1328075
19,89,1272311
346,90,1254022
310,91,1168373
133,91,1174988
40,91,1257395
357,92,1258243
318,92,1283738
312,92,1264326
111,92,1231271
358,93,1213185
305,93,1203793
183,93,1168428
102,93,1148850
473,95,1166504
470,95,1193808
309,95,1247617
293,96,1182883
2,96,1227553
189,97,1330505
102,97,1223492
212,98,1259005
482,99,1177417
466,99,1215597
442,99,1176923
360,99,1157172
353,99,1226409
338,99,1203175
349,100,1208721
114,100,1177184
324,101,1220268
462,102,1160066
252,102,1153970
237,102,1280150
130,102,1155720
85,102,1233618
35,102,1216578
488,104,1215604
149,104,1200112
133,104,1186571
330,105,1184813
74,105,1202644
269,106,1257725
199,106,1233754
460,107,1244662
376,107,1198394
417,109,1269082
494,110,1310936
277,110,1227305
207,110,1239119
360,111,1189219
356,111,1230860
350,111,1325147
235,111,1152174
227,111,1190217
82,111,1214053
33,111,1254680
212,112,1265375
455,114,1249131
356,115,1224327
122,115,1272997
333,116,1239036
230,117,1234192
469,118,1193800
299,118,1215762
201,118,1187435
482,119,1219130
370,119,1297439
342,119,1215386
448,120,1218722
150,120,1270615
144,120,1211513
334,121,1201791
229,121,1225646
452,122,1258490
117,122,1163313
427,123,1180578
345,123,1252453
246,124,1213306
161,124,1195151
487,125,1304981
484,125,1304347
410,125,1313599
190,125,1310976
146,125,1333826
74,125,1338369
32,125,1320006
315,126,1201591
286,126,1188146
204,126,1194922
47,127,1199085
145,128,1185303
74,128,1215636
454,130,1322117
171,130,1229530
2,130,1295501
454,131,1281861
99,131,1310333
263,132,1219150
250,132,1150346
201,132,1184166
155,132,1224090
426,133,1179634
84,133,1200618
460,134,1326689
329,134,1258165
164,134,1277587
128,134,1260924
25,134,1282794
13,134,1252421
469,135,1189041
305,135,1255648
302,135,1242120
218,135,1261371
130,135,1212563
301,136,1195079
16,136,1194077
494,137,1270335
358,137,1292130
79,137,1240148
394,138,1154913
261,138,1097041
325,139,1197553
305,139,1265538
35,139,1255202
457,140,1244321
369,140,1249551
277,140,1228172
132,140,1200790
485,141,1201464
261,141,1169917
94,141,1245857
333,142,1182959
208,142,1178335
101,142,1221412
40,142,1240134
290,143,1145677
124,144,1323421
106,144,1353425
41,144,1253758
344,145,1252511
207,145,1240494
101,145,1244985
63,145,1220955
267,146,1322934
161,146,1298605
485,147,1180859
316,147,1203747
252,147,1150291
415,148,1188611
403,148,1287453
339,148,1215792
246,148,1297695
431,149,1294277
475,150,1159484
416,150,1180433
173,150,1194608
50,150,1241980
490,151,1137988
364,151,1132793
301,152,1262590
79,152,1238277
331,153,1221888
418,154,1251784
86,154,1244589
334,155,1265555
240,155,1297057
443,156,1197218
78,156,1183627
39,156,1238519
327,157,1203958
426,158,1148242
333,158,1204969
268,158,1212794
173,158,1197317
357,159,1186873
342,160,1183430
264,160,1202219
95,160,1274884
319,161,1253167
301,161,1213650
248,161,1213031
419,162,1264464
305,162,1231223
127,162,1261367
119,162,1285336
12,162,1255079
395,163,1210975
138,163,1272017
463,164,1279714
132,164,1266360
139,165,1323255
367,166,1235382
248,166,1207401
193,166,1166473
144,166,1220926
133,166,1201004
392,167,1229819
135,167,1253528
34,167,1244646
4,167,1193937
381,168,1212901
348,168,1210580
300,168,1216111
202,168,1217120
201,169,1176770
177,169,1171644
125,169,1185511
122,169,1238957
31,169,1219975
212,170,1268942
133,170,1204142
7,170,1246844
258,172,1171744
273,173,1234287
35,173,1201333
117,174,1169756
74,174,1249233
426,175,1183466
333,175,1220939
303,175,1198405
167,175,1198682
160,175,1159951
38,175,1236110
471,176,1211339
464,176,1346897
80,176,1235297
63,176,1220281
450,177,1328527
359,177,1213932
287,177,1263179
403,178,1266676
205,179,1254171
174,179,1226431
74,179,1255657
408,180,1151492
402,180,1145297
110,180,1101165
464,181,1303904
433,183,1137212
259,183,1184654
445,184,1196462
404,184,1153975
114,184,1172722
227,185,1231452
189,185,1322211
116,185,1329888
25,185,1259504
435,186,1164663
275,186,1253365
124,186,1284809
52,186,1224451
468,187,1212119
462,187,1156050
369,187,1201405
73,187,1179626
471,188,1242645
364,188,1182889
417,189,1317753
94,189,1281624
498,190,1358791
450,190,1303611
243,190,1275787
330,192,1218521
316,192,1173957
56,192,1260362
34,192,1190515
195,193,1266927
407,194,1235460
195,194,1243519
440,195,1251171
256,195,1249917
431,196,1293691
419,196,1254818
396,196,1146497
360,196,1197300
245,196,1255038
133,196,1178115
457,198,1328066
208,198,1292370
47,199,1193545
267,200,1286779
182,200,1245540
405,201,1193356
348,201,1171728
280,201,1225672
325,203,1185567
244,203,1205280
146,203,1216976
94,203,1226909
489,204,1244633
95,204,1268293
169,205,1226796
443,206,1213752
379,206,1255966
294,207,1179261
151,207,1155860
55,207,1178252
324,208,1188468
145,208,1220079
497,209,1218884
459,209,1216191
249,209,1250300
209,209,1189422
22,209,1246978
168,210,1226549
310,211,1186331
379,212,1178778
97,212,1188232
52,212,1173371
18,212,1178755
405,213,1188686
374,213,1183601
224,215,1225517
139,215,1327198
209,216,1236682
256,217,1242770
179,217,1184924
32,217,1262358
13,217,1222544
21,218,1221644
247,220,1121078
62,220,1116999
45,220,1148326
20,220,1146937
7,220,1111419
329,221,1207223
272,221,1197471
198,221,1165225
316,222,1168157
456,223,1190469
391,223,1270152
155,223,1277895
113,223,1200104
481,224,1233793
287,224,1247379
251,225,1245469
138,229,1345600
177,230,1211769
419,232,1203244
411,233,1259332
365,233,1272260
38,233,1205440
58,234,1319915
45,234,1298694
418,235,1170945
388,235,1199486
312,235,1158044
272,235,1196468
104,235,1201256
7,235,1220972
390,236,1283715
307,236,1328967
475,237,1162542
284,237,1149773
256,237,1207157
191,237,1140951
378,238,1286676
52,238,1290757
379,239,1159875
487,240,1259278
252,240,1228718
165,240,1195372
66,240,1180604
207,241,1215396
153,241,1171048
350,242,1276658
37,242,1217376
477,243,1178103
121,243,1193418
445,244,1188622
406,244,1195028
287,244,1159881
287,245,1174525
384,246,1219646
277,246,1204960
260,246,1206025
249,246,1197447
147,246,1181180
3,246,1223181
168,247,1235405
123,247,1170733
28,247,1244538
479,249,1181949
133,249,1142749
46,249,1188524
413,250,1222675
395,250,1259021
268,250,1309411
421,251,1312656
374,251,1286288
346,251,1290369
296,251,1262764
373,252,1206426
364,252,1190416
314,253,1227247
367,254,1210940
351,254,1201124
182,254,1165535
176,254,1163679
49,254,1201316
41,254,1223132
479,255,1231028
282,255,1243722
131,255,1235368
84,255,1205922
34,255,1186090
279,256,1155615
290,257,1288181
199,257,1247011
304,259,1234804
263,259,1182947
109,259,1193096
371,260,1277581
85,260,1273620
256,261,1196549
221,261,1182912
95,261,1308998
24,261,1228425
11,261,1187559
355,262,1225934
85,262,1276535
447,263,1207476
235,263,1126730
222,263,1198636
24,263,1180599
391,264,1271870
297,264,1277655
277,264,1298079
185,264,1245862
202,265,1248317
135,265,1196745
353,266,1285396
306,266,1314549
274,266,1346515
447,267,1193060
247,267,1161048
271,269,1261575
177,269,1211088
111,269,1272616
260,270,1179822
151,270,1197449
382,271,1271219
370,271,1248869
274,271,1286905
165,271,1200317
121,271,1207792
55,271,1234465
212,272,1272011
410,273,1239702
206,273,1152633
158,273,1239449
491,274,1335255
198,274,1270724
153,275,1185768
309,276,1212129
90,276,1098951
52,276,1177622
132,277,1258773
16,277,1256571
440,278,1252672
339,279,1186372
97,279,1184906
339,280,1169573
217,280,1224136
198,280,1190517
82,280,1222830
477,281,1266951
177,281,1223349
74,281,1294931
23,281,1215721
3,281,1363186
461,282,1197787
263,283,1188336
200,284,1184103
467,285,1237048
310,285,1236414
442,286,1148338
114,286,1238624
424,287,1246826
336,287,1186774
347,288,1160051
196,288,1204307
416,289,1176545
488,290,1231715
485,290,1186759
358,290,1248658
244,290,1219072
229,290,1251223
366,291,1123411
244,291,1114271
54,291,1135915
452,292,1302106
348,292,1270928
202,292,1266226
29,292,1222589
13,292,1266365
404,294,1174134
234,294,1205167
77,294,1194510
405,295,1237116
238,295,1205045
417,297,1214824
356,298,1195115
54,298,1193717
423,299,1162749
448,300,1190792
261,300,1101355
118,300,1193693
228,301,1270839
144,302,1237975
82,303,1198656
255,304,1182327
152,304,1209883
6,304,1273713
457,305,1253464
408,305,1206988
355,305,1225063
326,305,1217056
173,305,1225128
148,305,1259918
124,305,1282924
316,306,1220484
144,306,1160678
54,306,1244058
369,307,1221016
432,308,1252634
306,308,1278069
316,309,1245277
293,309,1323829
82,309,1279344
384,311,1259787
256,311,1216183
187,311,1202382
121,311,1228110
76,311,1277533
461,312,1222624
134,312,1096571
49,312,1196247
483,314,1263092
295,314,1259665
134,314,1159960
121,314,1277187
62,314,1177412
42,314,1156215
13,316,1214555
99,317,1278010
417,318,1308542
176,318,1251794
157,318,1303231
146,318,1266104
407,319,1255584
340,319,1252209
332,320,1265241
34,320,1197206
345,321,1266185
294,321,1219810
215,321,1195091
259,322,1177240
174,322,1197204
115,322,1213845
475,323,1153540
462,323,1216112
154,323,1253427
132,324,1192632
111,324,1212910
26,324,1234033
421,325,1240257
297,326,1311025
248,326,1231840
338,327,1197907
269,327,1281507
259,327,1272115
197,328,1269175
368,329,1229367
465,330,1163339
359,330,1157612
194,330,1247492
182,330,1190756
152,330,1161685
486,331,1283636
449,332,1301277
245,332,1264770
112,332,1272191
431,333,1287574
59,334,1188369
485,335,1234617
475,336,1146365
279,336,1135511
234,336,1214882
293,337,1241945
107,338,1253262
366,339,1182213
105,339,1229319
32,339,1238809
186,340,1199614
97,341,1177930
52,342,1249382
101,345,1169145
267,346,1230551
188,346,1205644
23,346,1150914
332,347,1192197
222,347,1190580
81,347,1183679
474,348,1294986
256,349,1190149
184,349,1209841
107,350,1233178
335,351,1173578
300,351,1248719
183,351,1247467
178,351,1249020
57,351,1301702
481,352,1178715
153,352,1173941
446,353,1233489
447,354,1312061
12,354,1268884
192,355,1171766
149,355,1142989
193,356,1200524
85,356,1195229
406,357,1201414
185,358,1222046
55,358,1251372
46,358,1272781
207,359,1251684
161,359,1231269
277,360,1256864
44,360,1298564
405,361,1210169
373,361,1199109
353,361,1232982
340,361,1308440
265,361,1206196
237,361,1246618
313,362,1177749
285,362,1222111
90,362,1181153
267,363,1225296
244,363,1170719
150,363,1215790
467,364,1238940
457,364,1256569
405,364,1239115
292,364,1248613
160,364,1168641
129,364,1309922
498,365,1316010
434,365,1259899
414,365,1224923
208,366,1203784
150,366,1212792
427,367,1147729
398,367,1254030
371,367,1266235
322,367,1315539
264,367,1216367
94,367,1249106
7,367,1258337
123,368,1132022
33,368,1204221
237,370,1256624
116,370,1278129
71,370,1188381
425,371,1219554
424,371,1170341
245,371,1199480
143,371,1201891
329,373,1210099
224,373,1203821
172,373,1287024
111,373,1240605
2,373,1248090
464,374,1350069
177,374,1229416
467,375,1244261
437,375,1287439
428,375,1249224
387,375,1250315
284,376,1259615
163,376,1235375
459,377,1192676
444,378,1248860
234,378,1188381
218,378,1209799
243,379,1226596
53,379,1237292
191,380,1240945
471,381,1233183
404,381,1238879
282,381,1267449
79,381,1270093
232,382,1274482
204,382,1296625
233,383,1314866
4,383,1264220
447,384,1361825
322,384,1358111
173,384,1291309
66,384,1231339
284,385,1250542
39,385,1260440
246,386,1249218
113,386,1187482
20,386,1205733
255,387,1155792
171,387,1159786
393,388,1174685
296,389,1199984
253,389,1151815
8,389,1130306
371,390,1230504
203,390,1172803
6,390,1221912
372,391,1251082
295,391,1304631
255,391,1186085
71,393,1261727
11,394,1209526
478,397,1161361
429,397,1217131
306,397,1218947
206,397,1146345
348,398,1240314
426,399,1106054
31,399,1201748
353,400,1283861
52,400,1294051
26,400,1269703
240,401,1290390
473,403,1204485
384,403,1278051
151,403,1209756
124,403,1267308
115,403,1244435
277,404,1257937
273,405,1207578
252,405,1137019
403,406,1303815
215,406,1273223
378,407,1263654
313,408,1142955
267,408,1214952
203,408,1195728
46,409,1181882
418,410,1253415
151,411,1125204
391,412,1240590
376,412,1211989
314,412,1225716
110,412,1163527
38,412,1242391
389,413,1170650
277,413,1190799
152,413,1142123
207,414,1248248
138,414,1273544
83,414,1238521
16,414,1198229
414,415,1251189
86,415,1335646
443,416,1195928
422,416,1282398
338,416,1157197
162,416,1189849
377,418,1157303
244,418,1194486
234,418,1222867
92,418,1238951
482,420,1178760
37,420,1199286
1,420,1175613
443,421,1253719
403,421,1308621
374,421,1278976
279,421,1217934
242,422,1221246
186,422,1156279
431,423,1257546
282,424,1242754
174,424,1211237
377,425,1217494
237,425,1284479
194,425,1234868
89,425,1167077
298,426,1129906
247,426,1155533
227,426,1149543
398,427,1165206
386,427,1085385
227,427,1098218
190,427,1176672
73,427,1191108
219,428,1279869
180,428,1331821
121,428,1333375
6,428,1329799
312,429,1152302
285,429,1198387
264,429,1156413
340,430,1296484
214,430,1199350
194,430,1259690
85,430,1276984
442,431,1221052
371,431,1308216
359,432,1232576
188,432,1270501
144,432,1247028
311,433,1151928
11,433,1219156
457,434,1255529
180,434,1259224
57,435,1362639
397,437,1185728
377,437,1163996
187,437,1184276
27,437,1153287
465,438,1211517
331,438,1247621
282,438,1248978
81,438,1264567
94,439,1231241
437,440,1252194
112,440,1229176
43,440,1224600
418,441,1207383
266,441,1274444
493,442,1264457
466,443,1226206
277,443,1170780
202,443,1242635
25,443,1196174
469,444,1219332
424,445,1247488
11,445,1202603
367,446,1260378
56,446,1318649
286,447,1232782
258,447,1185563
237,447,1221180
213,447,1197643
150,447,1195155
202,448,1182075
128,449,1263130
53,449,1252482
489,450,1244793
349,450,1213387
21,450,1205428
436,451,1215224
357,451,1277018
334,451,1278814
210,452,1351915
168,452,1239603
69,452,1231581
225,453,1245272
120,453,1158632
378,454,1202788
228,454,1233210
73,454,1209916
414,455,1185548
225,455,1239113
146,455,1258238
103,455,1258601
40,455,1249968
387,456,1206709
74,456,1266010
32,456,1288266
234,457,1239141
19,457,1217960
320,458,1315819
35,458,1294129
268,459,1338079
92,459,1329988
252,460,1152965
211,461,1296715
133,461,1228722
81,461,1252184
21,461,1232422
401,462,1237771
313,462,1179690
37,462,1259661
220,463,1253393
198,463,1203028
176,463,1214755
357,464,1184511
399,465,1164638
386,465,1125717
298,465,1151738
18,465,1198483
2,465,1218493
338,466,1213823
439,468,1190345
373,468,1156916
333,468,1196747
214,468,1159581
46,468,1258528
129,469,1163808
374,470,1149589
127,470,1191740
71,470,1117464
409,471,1209948
291,471,1180574
138,471,1247545
96,471,1154675
477,472,1188381
199,472,1195011
105,472,1197683
89,472,1158947
98,473,1118468
302,474,1226123
68,474,1169575
492,475,1192480
473,475,1207767
421,475,1260962
343,475,1265763
327,475,1216389
151,476,1292789
141,476,1225431
117,476,1209287
90,476,1250859
37,476,1292492
84,477,1214189
380,478,1179018
233,478,1225690
157,480,1266902
98,480,1163051
93,480,1267294
39,480,1252801
68,481,1185971
158,482,1223617
45,482,1223646
196,483,1251096
0,483,1195434
351,485,1267360
300,485,1265901
220,485,1241040
120,485,1149070
88,485,1212625
244,486,1235741
117,486,1160014
465,487,1229009
205,487,1299861
53,487,1298967
423,488,1175615
330,488,1237027
317,488,1228541
278,488,1160859
91,488,1202114
288,489,1215404
156,489,1234034
468,490,1274199
326,490,1260160
219,490,1259437
374,491,1213524
369,491,1260440
222,491,1230641
196,491,1230126
113,491,1146076
238,492,1273224
164,492,1280518
276,493,1240031
176,493,1167136
171,493,1146521
142,493,1194187
66,493,1110075
39,493,1169393
450,494,1240757
7,494,1267425
297,495,1261835
377,496,1136102
280,496,1165929
420,497,1320568
388,497,1307592
250,497,1230587
496,498,1259754
360,498,1181316
194,499,1211846
186,499,1179323
71,499,1209797
436,0,1242802
404,0,1228251
230,0,1223749
2,1,1266620
279,3,1094396
156,3,1222753
350,5,1314393
98,5,1216859
130,6,1203806
18,6,1209010
14,6,1220820
113,7,1199251
424,8,1196755
329,8,1184484
346,9,1222183
206,9,1172440
119,9,1281394
323,10,1223788
8,11,1180223
454,13,1304333
70,14,1263578
338,15,1234665
325,15,1221949
205,16,1226421
155,16,1210922
418,17,1225167
134,17,1133778
412,18,1271952
15,18,1192253
382,19,1247703
202,20,1159241
4,20,1132127
360,21,1232692
350,21,1402855
312,21,1269989
55,21,1333748
12,21,1333244
336,22,1200389
417,24,1320796
285,24,1231119
60,24,1298383
467,25,1180357
193,25,1178116
139,25,1263733
477,26,1174964
195,26,1216548
291,27,1114181
92,27,1179585
50,27,1182979
297,28,1219269
296,28,1176537
433,29,1222279
215,29,1235563
346,31,1194380
116,31,1251713
33,31,1210912
388,32,1272776
140,32,1243107
86,32,1218235
67,32,1183121
1,33,1113660
486,34,1296299
342,35,1202419
55,35,1239593
300,36,1273036
179,36,1220487
483,37,1312833
480,37,1238366
460,37,1339567
418,38,1217210
228,38,1233447
101,39,1210291
1,39,1132865
441,40,1257997
404,40,1264042
183,40,1297085
418,41,1169862
188,41,1197818
58,41,1222334
1,41,1121331
418,42,1219775
242,42,1224890
379,43,1095893
99,43,1285079
116,44,1358648
98,45,1214156
33,46,1238098
205,47,1225931
58,47,1189950
92,48,1182878
69,48,1171299
208,49,1164592
161,49,1199075
446,50,1328010
308,51,1240150
208,51,1216546
147,51,1257043
435,52,1210424
418,52,1232510
233,52,1298467
163,52,1171155
146,52,1202390
68,53,1171992
491,54,1223936
403,54,1210688
9,54,1125723
364,55,1177666
104,55,1312398
283,56,1225580
490,57,1156343
217,57,1250141
185,57,1228480
164,57,1313869
106,57,1326380
97,57,1223480
268,58,1330049
143,58,1294619
433,59,1168176
397,59,1207691
273,59,1236084
25,60,1199990
12,60,1249160
265,61,1195541
485,62,1157864
480,63,1227108
364,63,1173020
290,63,1261671
250,63,1230739
42,63,1255892
424,64,1261460
116,64,1236892
26,64,1265078
226,65,1228523
6,75,1266872
390,86,1161369
499,110,1108306
262,133,1290357
6,152,1276777
70,228,1279039
499,242,1118548
70,303,1275047
70,318,1305345
499,376,1170148
455,25,1242192
327,25,1246447
366,56,1174290
214,56,1127735
454,57,1347540
470,63,1229727
